,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
2711,RUcgIIvxzDbarVNzIUO-Bg,"800 N Park Ave
Casa Grande, AZ 85222","{'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '21:30', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '21:30', 'open': '17:00'}}",True,"['American (Traditional)', 'Restaurants']",Casa Grande,20,Bedillon's Cactus Garden & Museum,[],-111.754586,AZ,4.0,32.881335,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'quiet', 'Takes Reservations': True, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
2811,c4NNOU7brgUvlDyUwaZCyQ,"485 S Dobson Rd
Ste 204
Chandler, AZ 85224",{},True,"['Health & Medical', 'Dentists', 'General Dentistry']",Chandler,12,Southwest Dental Group,[],-111.8755538,AZ,2.0,33.2965461,{'By Appointment Only': True},business
2859,sh3kl5sfAhUwx6MlGNsftA,"2820 W Chandler Blvd
Chandler, AZ 85224",{},False,"['Electronics', 'Shopping']",Chandler,3,Ultimate Electronics,[],-111.890322,AZ,3.5,33.3059733,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
2890,T9iBSa4pxYXP129pHlt5Sg,"5594 W Wild Horse Pass Blvd
Chandler, AZ 85226","{'Tuesday': {'close': '22:00', 'open': '17:30'}, 'Friday': {'close': '22:00', 'open': '17:30'}, 'Saturday': {'close': '22:00', 'open': '17:30'}, 'Thursday': {'close': '22:00', 'open': '17:30'}, 'Wednesday': {'close': '22:00', 'open': '17:30'}}",True,"['Breakfast & Brunch', 'American (New)', 'Sandwiches', 'Restaurants']",Chandler,119,Kai,[],-111.9918702,AZ,4.5,33.2664769,"{'Take-out': False, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'quiet', 'Good for Kids': False, 'Takes Reservations': True, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'dressy', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good For Kids': False, 'Good For Groups': True, 'Price Range': 4}",business
2896,fH6jUAAzLKwHIUOAQm_CYA,"3800 W Ray Rd
Ste 11
Chandler, AZ 85226","{'Tuesday': {'close': '17:30', 'open': '09:00'}, 'Friday': {'close': '14:00', 'open': '07:00'}, 'Thursday': {'close': '14:00', 'open': '07:00'}, 'Monday': {'close': '17:30', 'open': '09:00'}, 'Wednesday': {'close': '17:30', 'open': '09:00'}}",True,"['Health & Medical', 'Dentists', 'General Dentistry']",Chandler,8,"Kent Johansen, DDS",[],-111.907283,AZ,4.5,33.320666,{'By Appointment Only': True},business
2924,Sbgrvtk0P2Zc-ckTjEVFZw,"3111 W Chandler Boulevard
Chandler, AZ 85226",{},True,"['Fashion', 'Shopping', 'Shoe Stores']",Chandler,4,Foot Locker #8837,[],-111.897553,AZ,4.0,33.305681,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 3}",business
2929,1gwE7TFJ6lS55hSpEJdIMw,"3305 W Chandler Blvd
Ste 7
Chandler, AZ 85226","{'Monday': {'close': '19:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '17:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Sunday': {'close': '16:00', 'open': '12:00'}, 'Saturday': {'close': '17:00', 'open': '10:00'}}",True,"['Shopping', 'Jewelry']",Chandler,11,Gemsetter & Company,[],-111.9002766,AZ,4.5,33.3055845,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
2941,7yj_Q15ZB46lbXavBustZQ,"7373 W Detroit St
Chandler, AZ 85226",{},True,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Chandler,10,Homewood Suites by Hilton-Chandler,[],-111.969418,AZ,3.5,33.306483,"{'Accepts Credit Cards': True, 'Wi-Fi': 'free', 'Price Range': 2}",business
2995,AOTOKHGbEorQSWr-KVmHZw,"3430 W Chandler Blvd
Chandler, AZ 85226","{'Monday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '23:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '23:00', 'open': '11:00'}}",True,"['Restaurants', 'Italian']",Chandler,47,Olive Garden Italian Restaurant,[],-111.900586,AZ,3.5,33.307098,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': True, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
3091,QEXLvs_JbZ7BxFfyqLla0g,"2253 E Baseline Rd
Gilbert, AZ 85234","{'Monday': {'close': '23:00', 'open': '09:00'}, 'Tuesday': {'close': '23:00', 'open': '09:00'}, 'Friday': {'close': '23:00', 'open': '09:00'}, 'Wednesday': {'close': '23:00', 'open': '09:00'}, 'Thursday': {'close': '23:00', 'open': '09:00'}, 'Sunday': {'close': '23:00', 'open': '09:00'}, 'Saturday': {'close': '23:00', 'open': '09:00'}}",True,"['Fast Food', 'Mexican', 'Restaurants']",Gilbert,11,El Pollo Loco,[],-111.7843587,AZ,3.0,33.3788849,"{'Take-out': True, 'Drive-Thru': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
3153,gLTGNPdAKC5B2ITt_Thfmw,"16751 E Williams Field Rd
Gilbert, AZ 85297",{},False,"['Mexican', 'Restaurants']",Gilbert,3,El Taco Loco,[],-111.7214945,AZ,3.0,33.3068175,{},business
3233,2FqG3fBB2XffmRTnc6YI_w,"Scottsdale, AZ 85250",{},True,"['Bakeries', 'Food']",Scottsdale,9,Paradise Bakery,[],-111.8985922,AZ,3.5,33.5243639,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 1}",business
3256,xrNL6b5x1W1begCWFDduIw,"16285 N Scottsdale Rd
Scottsdale, AZ 85260",{},True,"['Hardware Stores', 'Building Supplies', 'Shopping', 'Home Services', 'Home & Garden']",Scottsdale,28,Lowe's Home Improvement Warehouse,[],-111.917676,AZ,3.5,33.6347337,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
3269,2zXqFId4jYuk2K8w1KI-Qw,"9009 E Indian Bend Rd
Scottsdale Pavilions
Scottsdale, AZ 85250","{'Monday': {'close': '21:30', 'open': '09:00'}, 'Tuesday': {'close': '21:30', 'open': '09:00'}, 'Friday': {'close': '21:30', 'open': '09:00'}, 'Wednesday': {'close': '21:30', 'open': '09:00'}, 'Thursday': {'close': '21:30', 'open': '09:00'}, 'Sunday': {'close': '20:00', 'open': '09:00'}, 'Saturday': {'close': '21:30', 'open': '09:00'}}",True,"['Sporting Goods', 'Shopping']",Scottsdale,14,Sports Authority,[],-111.8867683,AZ,3.0,33.5361784,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Open 24 Hours': False, 'Price Range': 2}",business
3288,ZRrIwqIUMII1b2keMI8QRw,"6333 North Scottsdale Rd
Scottsdale, AZ 85250",{},True,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Scottsdale,64,Scottsdale Hilton Resort & Villas,[],-111.925621,AZ,3.0,33.530234,"{'Take-out': True, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Noise Level': 'average', 'Takes Reservations': True, 'Has TV': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 3}",business
3301,z7W0sUbrVi2k6R2BR5jtzw,"8823 E Chaparral Rd
Scottsdale, AZ 85250",{},True,"['Automotive', 'Gas & Service Stations']",Scottsdale,14,Stayshons Chevron,[],-111.8909482,AZ,3.0,33.5088527,{},business
3318,SK04ABcwoEtvIZ3VOZccPw,"7920 E Chaparral Rd
Scottsdale, AZ 85250",{},True,"['Food', 'Grocery', 'Shopping', 'Drugstores']",Scottsdale,30,Safeway,[],-111.9105349,AZ,3.5,33.5094222,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
3351,I0F2Gj5mUjKlidYjquqX2Q,"6339 E Greenway Rd Ste 107
Scottsdale, AZ 85254",{},True,['Restaurants'],Scottsdale,8,Blimpie Subs & Salads,[],-111.943525,AZ,3.0,33.624662,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
3353,aI_RzGMU35cFL1St2HgPkw,"13802 N Scottsdale Rd
Scottsdale, AZ 85254","{'Monday': {'close': '14:30', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '16:00'}, 'Friday': {'close': '21:00', 'open': '16:00'}, 'Wednesday': {'close': '14:30', 'open': '11:00'}, 'Thursday': {'close': '14:30', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '16:00'}, 'Saturday': {'close': '21:00', 'open': '16:00'}}",True,"['Chinese', 'Restaurants']",Scottsdale,38,House of Yang,[],-111.9271523,AZ,3.5,33.6119344,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'BYOB/Corkage': 'yes_free', 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': True, 'Corkage': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
3355,Vzq74f0YrT0IbWBPkbUp_g,"13802 N Scottsdale Rd
Scottsdale, AZ 85254",{},True,"['Sandwiches', 'Restaurants']",Scottsdale,5,Subway,[],-111.927146,AZ,3.5,33.61411,"{'Take-out': True, 'Wi-Fi': 'no', 'Drive-Thru': False, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'quiet', 'Takes Reservations': False, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
3357,40B5TbtZbiGV4blFR9S6Dw,"10601 North 56th Street
Scottsdale, AZ 85254",{},True,"['Hotels & Travel', 'Vacation Rentals', 'Resorts', 'Event Planning & Services', 'Hotels']",Scottsdale,56,Orange Tree Golf Resort,[],-111.9603297,AZ,3.5,33.5901625,"{'Accepts Credit Cards': True, 'Good for Kids': True, 'Wi-Fi': 'free', 'Price Range': 2}",business
3373,tY30KG3CxVe3wU1b5gQDtQ,"7132 E Mercer Ln
Ste A
Scottsdale, AZ 85254",{},False,"['Bakeries', 'Food']",Scottsdale,23,Chocolate Star Bakery,[],-111.926761,AZ,4.0,33.585636,"{'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
3375,LdzW3pFRNiBpmWV5X4uRiQ,"10900 N Scottsdale Rd
Ste 506
Scottsdale, AZ 85254","{'Friday': {'close': '16:00', 'open': '08:30'}, 'Tuesday': {'close': '16:30', 'open': '08:30'}, 'Monday': {'close': '16:30', 'open': '08:30'}, 'Wednesday': {'close': '16:30', 'open': '08:30'}, 'Thursday': {'close': '16:30', 'open': '08:30'}}",True,"['Doctors', 'Medical Centers', 'Beauty & Spas', 'Skin Care', 'Health & Medical', 'Dermatologists']",Scottsdale,3,Skin & Cancer Center of Scottsdale,[],-111.9266872,AZ,5.0,33.5864827,{'By Appointment Only': False},business
3389,7tXQvYHEFKN0ThGZoY-j3Q,"15501 N. Scottsdale Rd.
Scottsdale, AZ 85254","{'Monday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}}",True,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Scottsdale,10,Extended Stay America - Phoenix - Scottsdale - North,[],-111.9228463,AZ,1.5,33.6288628,"{'Accepts Credit Cards': True, 'Wi-Fi': 'free', 'Price Range': 2}",business
3404,WowrRUKvjiLX4zT12xU_yw,"16245 N Scottsdale Rd
Scottsdale, AZ 85254",{},True,"['Department Stores', 'Fashion', 'Shopping']",Scottsdale,71,Nordstrom Rack,[],-111.921366266503,AZ,4.0,33.6337794217883,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
3407,cAhn-O2kSI0BNPSCDKdNTQ,"16211 N Scottsdale Road
Scottsdale, AZ 85254",{},True,"['Local Services', 'Dry Cleaning & Laundry']",Scottsdale,15,Monte Carlo Cleaners,[],-111.923887,AZ,3.0,33.63416,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wi-Fi': 'no', 'Price Range': 1}",business
3416,kn3nVeUFmYuhd1xonb4Thg,"15440 N Scottsdale Rd
Scottsdale, AZ 85254",{},False,"['Shopping', 'Interior Design', 'Home Services', 'Home & Garden', 'Furniture Stores']",Scottsdale,3,Robb & Stucky,[],-111.926061,AZ,2.5,33.626104,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 4}",business
3439,aCSK6smpWUS1rRiCcS_Paw,"10630 N Scottsdale Rd
Scottsdale, AZ 85254","{'Tuesday': {'close': '16:00', 'open': '07:00'}, 'Monday': {'close': '16:00', 'open': '07:00'}, 'Wednesday': {'close': '16:00', 'open': '07:00'}, 'Thursday': {'close': '16:00', 'open': '07:00'}}",True,"['Health & Medical', 'Dentists', 'General Dentistry']",Scottsdale,5,Douglas Family Dentistry,[],-111.9263421,AZ,4.0,33.5834766,{'By Appointment Only': True},business
3601,xtX2qS64zP2NRPV_7NNqHw,"7500 E Doubletree Ranch Rd
Scottsdale, AZ 85258","{'Monday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}}",True,"['Hotels & Travel', 'Event Planning & Services', 'Venues & Event Spaces', 'Hotels']",Scottsdale,215,Hyatt Regency Scottsdale Resort and Spa,[],-111.9186835,AZ,4.5,33.5666361,"{'Take-out': False, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}, 'Caters': False, 'Noise Level': 'very_loud', 'Good for Kids': True, 'Takes Reservations': True, 'Has TV': True, 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good For Kids': True, 'Good For Groups': True, 'Price Range': 3}",business
3632,W46jIbnINw3ZSWlwuIYJ_A,"15757 N. 90th Place
Scottsdale, AZ 85260",{},True,"['Home Services', 'Real Estate', 'Apartments']",Scottsdale,10,Camden Legacy,[],-111.8834674,AZ,3.0,33.628906,{'Accepts Credit Cards': False},business
3656,BLHR4o5R4uTuRV0uY-COjg,"8416 E Shea Blvd
Ste C-101
Scottsdale, AZ 85260","{'Tuesday': {'close': '17:00', 'open': '08:00'}, 'Friday': {'close': '17:00', 'open': '08:00'}, 'Monday': {'close': '17:00', 'open': '08:00'}, 'Wednesday': {'close': '17:00', 'open': '08:00'}, 'Thursday': {'close': '17:00', 'open': '08:00'}}",True,"['Optometrists', 'Laser Eye Surgery/Lasik', 'Ophthalmologists', 'Health & Medical', 'Doctors']",Scottsdale,15,Schwartz Laser Eye Center,[],-111.898909,AZ,3.5,33.583295,{'By Appointment Only': True},business
